@relation 'twitter-loc-most200-weka.filters.unsupervised.attribute.Remove-R2_predicted-weka.filters.unsupervised.attribute.Remove-R2-202,204'

@attribute tweet-id numeric
@attribute 'predicted class' {NewYork,California,Georgia}

@data
11310,NewYork
11311,Georgia
11312,NewYork
11313,NewYork
11314,NewYork
11315,NewYork
11316,NewYork
11317,NewYork
11318,NewYork
11319,NewYork
11320,NewYork
11321,NewYork
11322,NewYork
11323,NewYork
11324,NewYork
11325,NewYork
11326,NewYork
11327,NewYork
11328,NewYork
11329,Georgia
11330,NewYork
11331,NewYork
11332,NewYork
11333,Georgia
11474,NewYork
11475,NewYork
11476,NewYork
11477,Georgia
11478,Georgia
11479,NewYork
11480,NewYork
11481,NewYork
11482,Georgia
11483,Georgia
11484,NewYork
11485,NewYork
11486,NewYork
11487,NewYork
11488,NewYork
11489,NewYork
11490,NewYork
11491,California
11492,NewYork
11493,NewYork
11494,NewYork
11495,Georgia
11496,Georgia
11497,California
11498,NewYork
11499,NewYork
11500,California
11501,NewYork
11502,NewYork
11503,NewYork
11504,California
11505,California
11506,NewYork
11507,NewYork
11508,NewYork
11509,NewYork
11510,NewYork
11511,California
11512,Georgia
11513,NewYork
11514,California
11515,NewYork
11516,NewYork
11517,NewYork
11518,NewYork
11519,NewYork
11520,NewYork
11521,NewYork
11522,NewYork
11523,California
11524,NewYork
11525,NewYork
11526,NewYork
11527,NewYork
11528,NewYork
11529,California
11530,NewYork
11531,NewYork
11532,NewYork
11533,Georgia
11534,Georgia
11535,NewYork
11536,Georgia
11537,NewYork
11538,NewYork
11539,NewYork
11540,NewYork
11708,Georgia
11709,NewYork
11710,NewYork
11711,Georgia
11712,Georgia
11713,Georgia
11714,NewYork
11715,California
11716,NewYork
11717,NewYork
11718,NewYork
11719,Georgia
11720,California
11721,NewYork
11722,California
11723,NewYork
11724,Georgia
11725,Georgia
11726,NewYork
11727,NewYork
11728,NewYork
11729,NewYork
11730,Georgia
11731,Georgia
11732,NewYork
11733,Georgia
11734,NewYork
11735,Georgia
11736,NewYork
11789,NewYork
11790,NewYork
11791,NewYork
11792,NewYork
11793,NewYork
11794,NewYork
11795,NewYork
11796,NewYork
11797,Georgia
11798,NewYork
11799,NewYork
11800,NewYork
11801,NewYork
11802,NewYork
11803,NewYork
11804,NewYork
11805,NewYork
11806,NewYork
11807,NewYork
11808,California
11809,NewYork
11810,NewYork
11811,NewYork
11812,NewYork
11813,NewYork
11814,NewYork
11815,NewYork
11816,NewYork
11817,NewYork
11818,NewYork
11819,NewYork
11820,NewYork
11821,NewYork
11822,NewYork
11823,NewYork
11824,NewYork
11825,NewYork
11826,NewYork
11827,California
11828,NewYork
11829,NewYork
11830,NewYork
11831,NewYork
11832,NewYork
11833,NewYork
11834,NewYork
11835,NewYork
11836,NewYork
11837,NewYork
11838,NewYork
11839,NewYork
11840,NewYork
11841,NewYork
11842,NewYork
11843,NewYork
11844,NewYork
11845,NewYork
11846,NewYork
11847,NewYork
11848,NewYork
11849,California
11850,NewYork
11851,NewYork
11852,NewYork
11853,NewYork
11854,NewYork
11855,Georgia
11856,NewYork
11857,NewYork
11858,NewYork
11859,NewYork
11860,NewYork
11861,California
11862,NewYork
11863,NewYork
11864,NewYork
11865,NewYork
11866,NewYork
11867,NewYork
11868,Georgia
11869,Georgia
11870,NewYork
11871,NewYork
11872,NewYork
11873,NewYork
11874,NewYork
11875,NewYork
11876,NewYork
11877,NewYork
11878,Georgia
11879,NewYork
11880,NewYork
11881,NewYork
11882,NewYork
11883,NewYork
11884,NewYork
11885,NewYork
11886,Georgia
11887,NewYork
11888,Georgia
11889,NewYork
11890,NewYork
11891,California
11892,NewYork
11893,NewYork
11894,NewYork
11895,Georgia
11896,NewYork
11897,NewYork
11898,NewYork
11899,NewYork
11900,NewYork
11901,NewYork
11973,Georgia
11974,NewYork
11975,NewYork
11976,NewYork
11977,Georgia
11978,NewYork
11979,NewYork
11980,California
11981,NewYork
11982,Georgia
11983,NewYork
11984,NewYork
11985,Georgia
11986,Georgia
11987,NewYork
11988,NewYork
11989,Georgia
11990,NewYork
11991,Georgia
11992,NewYork
11993,NewYork
11994,NewYork
11995,NewYork
12068,NewYork
12069,NewYork
12070,NewYork
12071,NewYork
12072,NewYork
12073,California
12074,NewYork
12075,NewYork
12076,NewYork
12077,NewYork
12078,NewYork
12079,NewYork
12080,NewYork
12081,NewYork
12082,NewYork
12083,California
12084,NewYork
12085,NewYork
12086,NewYork
12087,NewYork
12088,NewYork
12119,NewYork
12120,NewYork
12121,NewYork
12122,NewYork
12123,NewYork
12124,NewYork
12125,NewYork
12126,NewYork
12127,NewYork
12128,NewYork
12129,NewYork
12130,NewYork
12131,NewYork
12132,NewYork
12133,NewYork
12134,NewYork
12135,NewYork
12136,NewYork
12137,NewYork
12138,NewYork
12139,California
12140,NewYork
12141,NewYork
12142,Georgia
12143,NewYork
12144,NewYork
12145,California
12146,NewYork
12147,NewYork
12148,NewYork
12149,NewYork
12150,Georgia
12151,NewYork
12152,Georgia
12153,NewYork
12154,NewYork
12155,California
12156,NewYork
12157,NewYork
12158,NewYork
12159,NewYork
12160,NewYork
12161,NewYork
12162,NewYork
12163,NewYork
12164,NewYork
12165,NewYork
12166,NewYork
12167,NewYork
12168,NewYork
12169,NewYork
12170,NewYork
12171,Georgia
12172,NewYork
12173,NewYork
12174,NewYork
12175,California
12176,NewYork
12177,NewYork
12178,NewYork
12179,NewYork
12180,NewYork
12181,NewYork
12182,Georgia
12183,NewYork
12184,NewYork
12185,NewYork
12186,NewYork
12187,California
12188,California
12189,Georgia
12190,NewYork
12191,NewYork
12192,NewYork
12193,NewYork
12194,NewYork
12195,Georgia
12196,NewYork
12197,Georgia
12198,NewYork
12199,NewYork
12200,NewYork
12304,NewYork
12305,NewYork
12306,NewYork
12307,NewYork
12308,NewYork
12309,NewYork
12310,NewYork
12311,Georgia
12312,NewYork
12313,NewYork
12314,Georgia
12315,Georgia
12316,NewYork
12317,NewYork
12318,NewYork
12319,California
12320,NewYork
12321,Georgia
12322,NewYork
12323,NewYork
12324,Georgia
12325,NewYork
12326,NewYork
12327,California
12328,NewYork
12329,NewYork
12330,NewYork
12331,NewYork
12332,NewYork
12333,California
12334,NewYork
12335,NewYork
12336,NewYork
12337,Georgia
12338,California
12339,NewYork
12340,NewYork
12341,NewYork
12342,NewYork
12343,California
12344,NewYork
12345,Georgia
12346,NewYork
12347,California
12348,California
12349,Georgia
12350,NewYork
12351,NewYork
12352,NewYork
12353,NewYork
12354,California
12355,NewYork
12356,California
12357,NewYork
12358,NewYork
12359,California
12360,NewYork
12361,California
12362,NewYork
12508,NewYork
12509,NewYork
12510,NewYork
12511,NewYork
12512,NewYork
12513,NewYork
12514,NewYork
12515,Georgia
12516,NewYork
12517,NewYork
12518,NewYork
12519,NewYork
12520,NewYork
12521,NewYork
12522,NewYork
12523,NewYork
12524,NewYork
12525,NewYork
12526,NewYork
12527,NewYork
12528,NewYork
12529,NewYork
12530,NewYork
12531,NewYork
12532,NewYork
12533,NewYork
12534,NewYork
12535,NewYork
12536,NewYork
12537,NewYork
12538,NewYork
12539,NewYork
12540,NewYork
12541,NewYork
12542,NewYork
12571,NewYork
12572,California
12573,NewYork
12574,NewYork
12575,NewYork
12576,NewYork
12577,NewYork
12578,NewYork
12579,NewYork
12580,NewYork
12581,NewYork
12582,NewYork
12583,NewYork
12584,NewYork
12585,Georgia
12586,NewYork
12587,Georgia
12588,Georgia
12589,NewYork
12590,NewYork
12591,Georgia
12592,NewYork
12593,NewYork
12594,NewYork
12595,NewYork
12596,NewYork
12597,California
12598,Georgia
12599,California
12600,California
12601,Georgia
12602,NewYork
12603,NewYork
12604,NewYork
12605,NewYork
12606,NewYork
12607,NewYork
12608,NewYork
12609,NewYork
12610,California
12611,NewYork
12612,NewYork
12613,NewYork
12614,NewYork
12615,NewYork
12616,California
12723,NewYork
12724,Georgia
12725,NewYork
12726,NewYork
12727,California
12728,NewYork
12729,NewYork
12730,California
12731,NewYork
12732,California
12733,NewYork
12734,Georgia
12735,Georgia
12736,NewYork
12737,NewYork
12738,NewYork
12739,NewYork
12740,NewYork
12741,NewYork
12742,California
12743,Georgia
12744,California
12745,California
12746,California
12747,Georgia
12748,NewYork
12749,NewYork
12750,NewYork
12751,Georgia
12752,Georgia
12753,NewYork
12754,Georgia
12826,NewYork
12827,NewYork
12828,NewYork
12829,Georgia
12830,NewYork
12831,NewYork
12832,California
12833,NewYork
12834,Georgia
12835,NewYork
12836,NewYork
12837,NewYork
12838,California
12839,California
12840,NewYork
12841,Georgia
12842,Georgia
12843,California
12844,NewYork
12845,NewYork
12846,NewYork
12847,NewYork
12848,California
12849,NewYork
12850,California
12851,NewYork
12883,NewYork
12884,NewYork
12885,NewYork
12886,NewYork
12887,NewYork
12888,NewYork
12889,NewYork
12890,NewYork
12891,NewYork
12892,NewYork
12893,NewYork
12894,NewYork
12895,NewYork
12896,NewYork
12897,NewYork
12898,NewYork
12899,NewYork
12900,NewYork
12901,NewYork
12902,NewYork
12903,NewYork
12904,NewYork
12905,NewYork
12906,NewYork
12907,NewYork
12908,NewYork
12909,NewYork
12952,NewYork
12953,NewYork
12954,NewYork
12955,NewYork
12956,NewYork
12957,NewYork
12958,NewYork
12959,NewYork
12960,NewYork
12961,NewYork
12962,NewYork
12963,NewYork
12964,NewYork
12965,California
12966,NewYork
12967,NewYork
12968,NewYork
12969,NewYork
12970,NewYork
12971,NewYork
12972,NewYork
12973,NewYork
12974,NewYork
12975,NewYork
12976,NewYork
12977,California
12978,NewYork
12979,NewYork
12980,California
12981,Georgia
12982,NewYork
12983,NewYork
12984,NewYork
12985,NewYork
12986,NewYork
12987,Georgia
12988,California
12989,California
12990,NewYork
12991,NewYork
12992,Georgia
12993,Georgia
12994,NewYork
12995,Georgia
12996,NewYork
12997,NewYork
12998,NewYork
12999,Georgia
13000,NewYork
13001,Georgia
13002,NewYork
13003,NewYork
13004,NewYork
13005,California
13006,NewYork
13007,NewYork
13008,NewYork
13009,NewYork
13010,NewYork
13011,NewYork
13012,NewYork
13013,Georgia
13014,NewYork
13015,NewYork
13138,California
13139,Georgia
13140,NewYork
13141,NewYork
13142,NewYork
13143,NewYork
13144,NewYork
13145,NewYork
13146,California
13147,NewYork
13148,NewYork
13149,Georgia
13150,NewYork
13151,NewYork
13152,California
13153,NewYork
13154,NewYork
13155,NewYork
13156,NewYork
13157,NewYork
13158,NewYork
13159,NewYork
13160,NewYork
13161,NewYork
13162,Georgia
13163,NewYork
13164,NewYork
13165,Georgia
13166,NewYork
13167,Georgia
13168,NewYork
13169,NewYork
13170,Georgia
13171,Georgia
13172,NewYork
13173,NewYork
13174,NewYork
13240,NewYork
13241,California
13242,NewYork
13243,Georgia
13244,NewYork
13245,NewYork
13246,California
13247,California
13248,NewYork
13249,Georgia
13250,NewYork
13251,NewYork
13252,California
13253,NewYork
13254,NewYork
13255,NewYork
13256,NewYork
13257,California
13258,NewYork
13259,NewYork
13260,Georgia
13261,California
13262,NewYork
13263,NewYork
13264,California
13265,NewYork
13266,NewYork
13267,Georgia
13268,NewYork
13269,NewYork
13270,California
13271,NewYork
13272,California
13273,Georgia
13274,California
13275,NewYork
13276,California
13277,NewYork
13278,California
13279,NewYork
13280,NewYork
13281,NewYork
13282,NewYork
13283,NewYork
13284,Georgia
13285,Georgia
13286,NewYork
13287,NewYork
13288,California
13289,NewYork
13290,California
13291,NewYork
13292,Georgia
13293,NewYork
13294,NewYork
13295,Georgia
13296,NewYork
13297,NewYork
13298,NewYork
13299,NewYork
13300,NewYork
13301,Georgia
13302,Georgia
13303,Georgia
13304,Georgia
13305,Georgia
13306,NewYork
13307,NewYork
13308,Georgia
13309,California
13310,NewYork
13311,Georgia
13312,NewYork
13313,NewYork
13314,NewYork
13315,NewYork
13316,NewYork
13317,California
13318,NewYork
13319,NewYork
13320,Georgia
13350,NewYork
13351,NewYork
13352,Georgia
13353,NewYork
13354,NewYork
13355,California
13356,NewYork
13357,NewYork
13358,California
13359,NewYork
13360,NewYork
13361,NewYork
13362,NewYork
13363,NewYork
13364,NewYork
13365,NewYork
13366,NewYork
13367,NewYork
13368,Georgia
13369,California
13370,NewYork
13371,NewYork
13372,California
13373,NewYork
13374,NewYork
13375,NewYork
13376,NewYork
13377,NewYork
13378,NewYork
13379,NewYork
13380,NewYork
13381,NewYork
13382,NewYork
13383,NewYork
13384,NewYork
13385,NewYork
13386,NewYork
13387,NewYork
13388,NewYork
13389,NewYork
13390,NewYork
13391,NewYork
13392,NewYork
13393,NewYork
13394,NewYork
13395,NewYork
13396,NewYork
13397,NewYork
13398,NewYork
13399,California
13400,NewYork
13401,NewYork
13402,NewYork
13403,NewYork
13404,NewYork
13405,NewYork
13406,NewYork
13407,NewYork
13408,Georgia
13409,NewYork
13410,NewYork
13411,NewYork
13412,California
13413,NewYork
13414,Georgia
13415,NewYork
13416,NewYork
13417,NewYork
13418,California
13419,NewYork
13420,NewYork
13421,NewYork
13422,Georgia
13423,California
13424,NewYork
13425,NewYork
13426,NewYork
13427,NewYork
13428,NewYork
13429,NewYork
13430,NewYork
13431,California
13432,California
13433,NewYork
13434,NewYork
13435,NewYork
13436,Georgia
13437,NewYork
13438,NewYork
13439,NewYork
13440,California
13603,NewYork
13604,NewYork
13605,California
13606,Georgia
13607,NewYork
13608,Georgia
13609,NewYork
13610,NewYork
13611,Georgia
13612,NewYork
13613,NewYork
13614,California
13615,California
13616,Georgia
13617,NewYork
13618,NewYork
13619,NewYork
13620,NewYork
13621,NewYork
13622,NewYork
13623,California
13624,Georgia
13625,NewYork
13626,NewYork
13627,Georgia
13628,NewYork
13629,NewYork
13630,NewYork
13631,NewYork
13632,California
13633,NewYork
13663,NewYork
13664,California
13665,Georgia
13666,NewYork
13667,NewYork
13668,Georgia
13669,NewYork
13670,NewYork
13671,NewYork
13672,NewYork
13673,NewYork
13674,California
13675,NewYork
13676,NewYork
13677,NewYork
13678,NewYork
13679,NewYork
13680,NewYork
13681,NewYork
13682,NewYork
13683,NewYork
13684,NewYork
13685,NewYork
13686,NewYork
13687,NewYork
13688,NewYork
13689,NewYork
13690,NewYork
13691,NewYork
13692,NewYork
13693,California
13694,NewYork
13695,Georgia
13696,NewYork
13697,NewYork
13698,California
13699,California
13700,Georgia
13701,NewYork
13702,NewYork
13703,NewYork
13704,NewYork
13705,California
13706,NewYork
13707,NewYork
13708,NewYork
13709,NewYork
13710,Georgia
13711,Georgia
13712,Georgia
13713,NewYork
13714,Georgia
13715,NewYork
13716,NewYork
13717,NewYork
13718,California
13719,NewYork
13720,NewYork
13721,NewYork
13722,NewYork
13723,NewYork
13724,NewYork
13725,NewYork
13726,NewYork
13727,NewYork
13728,NewYork
13729,NewYork
13730,NewYork
13731,NewYork
13732,NewYork
13733,NewYork
13734,NewYork
13735,NewYork
13736,NewYork
13737,NewYork
13738,NewYork
13739,NewYork
13740,NewYork
13741,NewYork
13742,NewYork
13743,NewYork
13744,Georgia
13767,NewYork
13768,Georgia
13769,NewYork
13770,NewYork
13771,NewYork
13772,NewYork
13773,NewYork
13774,Georgia
13775,NewYork
13776,NewYork
13777,NewYork
13778,NewYork
13779,California
13780,NewYork
13781,NewYork
13782,Georgia
13783,NewYork
13784,NewYork
13785,NewYork
13786,NewYork
13787,NewYork
13788,NewYork
13789,NewYork
13790,NewYork
13791,NewYork
13859,NewYork
13860,NewYork
13861,NewYork
13862,NewYork
13863,NewYork
13864,NewYork
13865,NewYork
13866,Georgia
13867,Georgia
13868,NewYork
13869,NewYork
13870,NewYork
13871,Georgia
13872,Georgia
13873,California
13874,NewYork
13875,Georgia
13876,California
13877,NewYork
13878,California
13879,NewYork
13880,NewYork
13881,NewYork
13882,Georgia
13883,NewYork
13884,NewYork
13885,NewYork
13886,California
13887,Georgia
13888,California
13889,NewYork
13890,NewYork
13891,Georgia
14003,NewYork
14004,NewYork
14005,NewYork
14006,NewYork
14007,NewYork
14008,NewYork
14009,NewYork
14010,California
14011,NewYork
14012,NewYork
14013,NewYork
14014,Georgia
14015,NewYork
14016,NewYork
14017,NewYork
14018,NewYork
14019,NewYork
14020,NewYork
14021,NewYork
14022,NewYork
14023,California
14024,Georgia
14025,NewYork
14053,NewYork
14054,California
14055,NewYork
14056,NewYork
14057,NewYork
14058,NewYork
14059,NewYork
14060,Georgia
14061,NewYork
14062,NewYork
14063,NewYork
14064,NewYork
14065,NewYork
14066,Georgia
14067,NewYork
14068,Georgia
14069,NewYork
14070,NewYork
14071,California
14072,NewYork
14073,NewYork
14074,NewYork
14096,NewYork
14097,NewYork
14098,Georgia
14099,Georgia
14100,NewYork
14101,NewYork
14102,NewYork
14103,NewYork
14104,NewYork
14105,NewYork
14106,NewYork
14107,NewYork
14108,Georgia
14109,NewYork
14110,NewYork
14111,NewYork
14112,NewYork
14113,NewYork
14114,Georgia
14115,NewYork
14116,NewYork
14117,NewYork
14118,NewYork
14119,NewYork
14120,NewYork
14121,NewYork
14122,NewYork
14123,NewYork
14124,NewYork
14125,NewYork
14126,NewYork
14127,Georgia
14128,NewYork
14129,NewYork
14130,NewYork
14131,NewYork
14132,NewYork
14133,NewYork
14134,NewYork
14135,Georgia
14136,NewYork
14137,NewYork
14138,Georgia
14139,NewYork
14140,Georgia
14141,California
14142,NewYork
14143,Georgia
14144,NewYork
14145,Georgia
14146,California
14147,NewYork
14148,NewYork
14149,California
14150,California
14151,Georgia
14152,NewYork
14153,Georgia
14154,NewYork
14155,NewYork
14156,Georgia
14157,NewYork
14158,NewYork
14159,California
14160,NewYork
14161,NewYork
14162,NewYork
14163,NewYork
14164,NewYork
14165,NewYork
14166,NewYork
14167,NewYork
14168,NewYork
14169,NewYork
14170,NewYork
14171,NewYork
14172,NewYork
14173,NewYork
14174,NewYork
14175,Georgia
14176,NewYork
14177,California
14178,NewYork
14179,Georgia
14180,NewYork
14181,NewYork
14182,NewYork
14183,NewYork
14184,NewYork
14185,NewYork
14186,NewYork
14187,NewYork
14188,NewYork
14189,California
14190,NewYork
14191,NewYork
14192,California
14193,NewYork
14194,NewYork
14195,NewYork
14196,NewYork
14197,NewYork
14198,NewYork
14199,NewYork
14200,NewYork
14201,NewYork
14202,NewYork
14203,NewYork
14204,NewYork
14205,NewYork
14206,NewYork
14207,NewYork
14208,NewYork
14209,NewYork
14210,NewYork
14211,California
14212,NewYork
14213,NewYork
14214,NewYork
14215,NewYork
14216,Georgia
14217,NewYork
14218,NewYork
14219,NewYork
14220,NewYork
14221,NewYork
14222,NewYork
14223,NewYork
14224,NewYork
14225,NewYork
14226,NewYork
14227,NewYork
14228,Georgia
14229,NewYork
14230,NewYork
14231,NewYork
14232,NewYork
14233,NewYork
14234,NewYork
14235,NewYork
14236,NewYork
14237,NewYork
14238,NewYork
14239,Georgia
14240,NewYork
14241,NewYork
14242,NewYork
14243,NewYork
14244,NewYork
14245,NewYork
14246,NewYork
14247,NewYork
14248,NewYork
14249,NewYork
14250,NewYork
14251,NewYork
14252,NewYork
14253,NewYork
14254,NewYork
14255,NewYork
14256,NewYork
14257,NewYork
14258,California
14259,NewYork
14260,NewYork
14304,NewYork
14305,NewYork
14306,NewYork
14307,NewYork
14308,NewYork
14309,NewYork
14310,NewYork
14311,NewYork
14312,NewYork
14313,NewYork
14314,NewYork
14315,NewYork
14316,NewYork
14317,NewYork
14318,NewYork
14319,California
14320,NewYork
14321,NewYork
14322,NewYork
14323,NewYork
14324,NewYork
14325,NewYork
14326,NewYork
14327,NewYork
14328,NewYork
14329,NewYork
14330,NewYork
14331,NewYork
14332,NewYork
14333,NewYork
14334,NewYork
14335,NewYork
14336,NewYork
14337,NewYork
14338,NewYork
14339,NewYork
14340,NewYork
14341,NewYork
14342,NewYork
14343,NewYork
14344,NewYork
14345,NewYork
14346,Georgia
14347,NewYork
14348,Georgia
14349,NewYork
14350,NewYork
14351,NewYork
14352,NewYork
14353,NewYork
14354,NewYork
14355,NewYork
14356,NewYork
14357,NewYork
14358,NewYork
14359,NewYork
14360,NewYork
14361,NewYork
14362,California
14363,Georgia
14364,NewYork
14365,NewYork
14366,NewYork
14367,NewYork
14368,NewYork
14369,NewYork
14370,NewYork
14371,NewYork
14372,California
14373,California
14374,NewYork
14375,NewYork
14376,California
14377,NewYork
14378,NewYork
14379,NewYork
14380,NewYork
14381,NewYork
14382,NewYork
14383,NewYork
14384,Georgia
14385,NewYork
14386,NewYork
14472,NewYork
14473,NewYork
14474,NewYork
14475,NewYork
14476,California
14477,Georgia
14478,NewYork
14479,California
14480,Georgia
14481,California
14482,NewYork
14483,NewYork
14484,NewYork
14485,NewYork
14486,NewYork
14487,NewYork
14488,NewYork
14489,NewYork
14490,NewYork
14491,NewYork
14492,NewYork
14493,NewYork
14494,NewYork
14495,Georgia
14496,NewYork
14497,NewYork
14498,Georgia
14499,NewYork
14500,NewYork
14501,Georgia
14502,NewYork
14503,NewYork
14504,Georgia
14505,NewYork
14506,Georgia
14507,NewYork
14508,California
14509,Georgia
14510,NewYork
14511,NewYork
14512,California
14513,NewYork
14514,Georgia
14515,NewYork
14516,NewYork
14517,NewYork
14518,NewYork
14519,California
14520,NewYork
14521,NewYork
14522,NewYork
14523,NewYork
14524,NewYork
14525,NewYork
14526,NewYork
14527,NewYork
14528,NewYork
14529,NewYork
14530,NewYork
14531,NewYork
14532,NewYork
14533,Georgia
14534,NewYork
14535,NewYork
14564,NewYork
14565,NewYork
14566,NewYork
14567,NewYork
14568,NewYork
14569,NewYork
14570,NewYork
14571,NewYork
14572,NewYork
14573,NewYork
14574,California
14575,NewYork
14576,NewYork
14577,NewYork
14578,NewYork
14579,NewYork
14580,NewYork
14581,NewYork
14582,NewYork
14583,NewYork
14584,NewYork
14585,NewYork
14586,NewYork
14587,NewYork
14588,NewYork
14589,NewYork
14590,NewYork
14591,NewYork
14592,NewYork
14593,NewYork
14594,NewYork
14595,NewYork
14596,NewYork
14597,NewYork
14598,NewYork
14599,NewYork
14600,NewYork
14601,NewYork
14602,Georgia
14603,NewYork
14604,NewYork
14605,NewYork
14606,NewYork
14607,NewYork
14608,NewYork
14609,California
14610,NewYork
14611,NewYork
14612,NewYork
14613,NewYork
14614,NewYork
14615,NewYork
14616,NewYork
14617,Georgia
14618,NewYork
14619,NewYork
14620,Georgia
14621,NewYork
14622,NewYork
14623,Georgia
14624,Georgia
14625,NewYork
14626,NewYork
14627,NewYork
14628,NewYork
14629,California
14630,Georgia
14631,NewYork
14632,NewYork
14633,NewYork
14634,NewYork
14635,NewYork
14636,NewYork
14637,NewYork
14638,NewYork
14639,NewYork
14640,NewYork
14641,Georgia
14642,California
14643,California
14644,NewYork
14645,NewYork
14646,NewYork
14647,NewYork
14648,NewYork
14649,NewYork
14650,NewYork
14651,NewYork
14652,NewYork
14653,NewYork
14654,NewYork
14655,NewYork
14656,NewYork
14657,NewYork
14658,NewYork
14659,NewYork
14660,NewYork
14661,NewYork
14662,NewYork
14663,NewYork
14664,NewYork
14665,NewYork
14666,NewYork
14787,NewYork
14788,NewYork
14789,NewYork
14790,NewYork
14791,NewYork
14792,NewYork
14793,NewYork
14794,Georgia
14795,Georgia
14796,NewYork
14797,Georgia
14798,NewYork
14799,NewYork
14800,Georgia
14801,NewYork
14802,NewYork
14803,California
14804,NewYork
14805,NewYork
14806,California
14807,NewYork
14808,NewYork
14809,NewYork
14810,NewYork
14811,NewYork
14812,NewYork
14813,NewYork
14814,NewYork
14815,California
14816,NewYork
14817,NewYork
14818,NewYork
14819,NewYork
14820,NewYork
14821,NewYork
14822,NewYork
14823,NewYork
14824,NewYork
14825,Georgia
14826,NewYork
14827,NewYork
14828,NewYork
14829,NewYork
14830,NewYork
14831,NewYork
14832,NewYork
14833,NewYork
14834,NewYork
14835,NewYork
14836,NewYork
14837,NewYork
14838,NewYork
14839,NewYork
14938,NewYork
14939,NewYork
14940,NewYork
14941,NewYork
14942,NewYork
14943,California
14944,NewYork
14945,NewYork
14946,NewYork
14947,Georgia
14948,NewYork
14949,NewYork
14950,NewYork
14951,NewYork
14952,NewYork
14953,NewYork
14954,NewYork
14955,NewYork
14956,NewYork
14957,NewYork
14958,NewYork
14959,NewYork
14960,NewYork
14961,NewYork
14962,NewYork
14963,NewYork
14964,California
14965,NewYork
14966,NewYork
14967,NewYork
15029,NewYork
15030,NewYork
15031,NewYork
15032,NewYork
15033,NewYork
15034,NewYork
15035,NewYork
15036,NewYork
15037,NewYork
15038,NewYork
15039,NewYork
15040,NewYork
15041,NewYork
15042,NewYork
15043,NewYork
15044,NewYork
15045,NewYork
15046,NewYork
15047,NewYork
15048,NewYork
15049,NewYork
15050,Georgia
15051,NewYork
15052,NewYork
15053,NewYork
15054,NewYork
15055,NewYork
15056,NewYork
15057,NewYork
15058,NewYork
15059,NewYork
15060,Georgia
15061,NewYork
15062,NewYork
15063,NewYork
15064,NewYork
15065,NewYork
15066,NewYork
15067,NewYork
15068,NewYork
15069,NewYork
15070,NewYork
15071,NewYork
15072,NewYork
15073,NewYork
15074,NewYork
15075,NewYork
15076,California
15077,NewYork
15078,NewYork
15079,NewYork
15080,NewYork
15081,NewYork
15082,NewYork
15083,NewYork
15084,NewYork
15085,NewYork
15086,NewYork
15087,NewYork
15088,NewYork
15089,NewYork
15090,NewYork
15091,NewYork
15092,NewYork
15093,NewYork
15094,NewYork
15095,NewYork
15096,NewYork
15097,NewYork
15098,NewYork
15099,California
15100,NewYork
15101,NewYork
15102,Georgia
15103,NewYork
15104,NewYork
15105,NewYork
15106,NewYork
15107,Georgia
15108,NewYork
15109,NewYork
15110,Georgia
15111,NewYork
15112,NewYork
15113,NewYork
15114,NewYork
15115,Georgia
15116,NewYork
15117,NewYork
15118,NewYork
15119,NewYork
15120,NewYork
15121,NewYork
15122,NewYork
15123,NewYork
15124,California
15125,NewYork
15126,NewYork
15127,Georgia
15128,NewYork
15129,NewYork
15130,NewYork
15131,NewYork
15132,NewYork
15153,Georgia
15154,NewYork
15155,NewYork
15156,NewYork
15157,NewYork
15158,NewYork
15159,NewYork
15160,NewYork
15161,NewYork
15162,NewYork
15163,NewYork
15164,NewYork
15165,California
15166,NewYork
15167,NewYork
15168,NewYork
15169,NewYork
15170,NewYork
15171,NewYork
15172,NewYork
15173,Georgia
15174,NewYork
15175,NewYork
15176,NewYork
15177,NewYork
15178,NewYork
15179,NewYork
15180,NewYork
15181,NewYork
15182,NewYork
15183,NewYork
15184,NewYork
15185,NewYork
15186,NewYork
15187,NewYork
15188,NewYork
15189,California
15190,NewYork
15191,NewYork
15192,NewYork
15193,NewYork
15194,Georgia
15195,NewYork
15196,NewYork
15197,NewYork
15198,California
15199,NewYork
15200,NewYork
15201,NewYork
15202,NewYork
15203,NewYork
15204,NewYork
15205,NewYork
15206,NewYork
15207,California
15208,NewYork
15209,NewYork
15210,NewYork
15211,NewYork
15212,NewYork
15213,California
15214,NewYork
15215,NewYork
15216,NewYork
15217,NewYork
15218,NewYork
15219,California
15220,NewYork
15221,NewYork
15222,NewYork
15223,NewYork
15224,Georgia
15225,Georgia
15226,Georgia
15227,NewYork
15228,NewYork
15229,NewYork
15230,NewYork
15231,Georgia
15232,California
15233,NewYork
15234,NewYork
15235,NewYork
15236,NewYork
15237,NewYork
15238,NewYork
15239,California
15240,NewYork
15241,NewYork
15242,NewYork
15243,Georgia
15244,NewYork
15245,NewYork
15246,NewYork
15247,NewYork
15305,NewYork
15306,NewYork
15307,NewYork
15308,NewYork
15309,NewYork
15310,NewYork
15311,NewYork
15312,NewYork
15313,California
15314,NewYork
15315,NewYork
15316,NewYork
15317,NewYork
15318,NewYork
15319,California
15320,NewYork
15321,NewYork
15322,NewYork
15323,NewYork
15324,NewYork
15325,NewYork
15326,NewYork
15473,NewYork
15474,NewYork
15475,NewYork
